order_id,customer_city,customer_state,category_name,product_name,order_item_total,benefit_per_order,days_for_shipping_real,late_delivery_risk,delivery_status,order_status,shipping_mode
38146,Roswell,NM,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,48.48,22.3,2,0,Shipping on time,COMPLETE,Second Class
38131,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,47.48,-36.42,2,0,Advance shipping,COMPLETE,Standard Class
38101,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,94.96,27.54,2,0,Shipping on time,PROCESSING,Second Class
38051,Kaneohe,HI,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,90.96,29.56,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
38051,Kaneohe,HI,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,44.98,-17.23,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37986,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,112.46,29.24,2,0,Shipping on time,PENDING,Second Class
37981,Daly City,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,149.94,-254.9,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37970,Fort Lauderdale,FL,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,83.97,8.4,2,0,Shipping canceled,SUSPECTED_FRAUD,First Class
37961,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,82.97,21.57,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37941,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,74.97,7.5,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37911,Troy,MI,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,181.93,16.01,2,0,Advance shipping,COMPLETE,Standard Class
37891,Hollywood,FL,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,212.42,99.84,2,0,Advance shipping,CLOSED,Standard Class
37891,Hollywood,FL,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,143.94,46.78,2,0,Advance shipping,CLOSED,Standard Class
37881,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,95.96,26.87,2,0,Advance shipping,CLOSED,Standard Class
37826,Ontario,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,48.98,23.02,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37826,Ontario,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,83.97,41.98,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37816,Los Angeles,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,134.95,26.99,2,0,Shipping on time,CLOSED,Second Class
37806,Santa Ana,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,131.95,62.02,2,0,Shipping on time,CLOSED,Second Class
37801,Beaverton,OR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,48.48,13.57,2,0,Shipping on time,PENDING_PAYMENT,Second Class
37781,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,149.94,73.47,2,0,Advance shipping,COMPLETE,Standard Class
37771,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,197.92,81.15,2,0,Shipping on time,COMPLETE,Second Class
37681,Bronx,NY,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,46.48,20.92,2,0,Shipping on time,CLOSED,Second Class
37671,Ann Arbor,MI,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,43.98,8.8,2,0,Advance shipping,PENDING,Standard Class
37666,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,43.48,-0.61,2,0,Shipping on time,PENDING_PAYMENT,Second Class
37661,San Diego,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,188.92,-136.97,2,0,Shipping on time,COMPLETE,Second Class
37641,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,185.93,31.61,2,0,Advance shipping,PENDING,Standard Class
37626,Dallas,TX,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,143.94,23.46,0,0,Shipping on time,PENDING_PAYMENT,Same Day
37616,Riverside,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,239.9,-65.97,2,0,Advance shipping,COMPLETE,Standard Class
37616,Riverside,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,41.48,10.91,2,0,Advance shipping,COMPLETE,Standard Class
37616,Riverside,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,142.44,-26.78,2,0,Advance shipping,COMPLETE,Standard Class
37611,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,40.98,15.37,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37566,Madison,WI,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.48,-2.47,2,0,Advance shipping,PROCESSING,Standard Class
37561,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,227.41,56.85,2,0,Shipping on time,COMPLETE,Second Class
37556,Lancaster,PA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,224.91,-573.52,2,0,Advance shipping,ON_HOLD,Standard Class
37546,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,219.91,85.77,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37529,New York,NY,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,134.95,36.44,2,0,Shipping canceled,CANCELED,First Class
37529,New York,NY,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,83.97,13.69,2,0,Shipping canceled,CANCELED,First Class
37461,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,209.92,-167.93,2,0,Shipping on time,COMPLETE,Second Class
37441,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,119.95,8.4,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37431,Irving,TX,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,112.46,12.48,2,0,Advance shipping,COMPLETE,Standard Class
37421,Chicago,IL,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,188.92,51.95,2,0,Advance shipping,PROCESSING,Standard Class
37401,Hendersonville,TN,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,185.93,62.84,2,0,Shipping on time,PENDING,Second Class
37366,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,42.48,3.19,0,0,Shipping on time,COMPLETE,Same Day
37366,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,173.93,63.14,0,0,Shipping on time,COMPLETE,Same Day
37365,Los Angeles,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,95.96,33.59,0,0,Shipping on time,COMPLETE,Same Day
37356,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,146.94,45.99,2,0,Advance shipping,CLOSED,Standard Class
37341,Laredo,TX,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,142.44,-118.66,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37341,Laredo,TX,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,41.98,2.1,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37341,Laredo,TX,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,94.46,-141.69,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37331,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,41.48,4.69,2,0,Shipping on time,COMPLETE,Second Class
37316,Austin,TX,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,165.93,14.6,2,0,Advance shipping,CLOSED,Standard Class
37251,Albuquerque,NM,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,139.44,-8.23,2,0,Advance shipping,PROCESSING,Standard Class
37251,Albuquerque,NM,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,81.97,34.43,2,0,Advance shipping,PROCESSING,Standard Class
37236,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,131.95,21.51,2,0,Shipping on time,PENDING,Second Class
37231,Brooklyn,NY,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,149.94,-35.24,2,0,Shipping on time,PENDING,Second Class
37231,Brooklyn,NY,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,239.9,43.18,2,0,Shipping on time,PENDING,Second Class
37221,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,79.97,36.79,2,0,Shipping on time,PENDING_PAYMENT,Second Class
37206,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,232.41,76.69,2,0,Shipping on time,COMPLETE,Second Class
37186,Carrollton,TX,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,48.48,9.7,2,0,Advance shipping,COMPLETE,Standard Class
37186,Carrollton,TX,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,193.92,93.08,2,0,Advance shipping,COMPLETE,Standard Class
37111,Plymouth,MA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,92.96,33.75,2,0,Advance shipping,PROCESSING,Standard Class
37071,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,44.98,6.21,2,0,Advance shipping,COMPLETE,Standard Class
37046,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,181.93,87.33,2,0,Advance shipping,PENDING_PAYMENT,Standard Class
37041,Winnetka,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,146.94,23.95,2,0,Advance shipping,COMPLETE,Standard Class
37041,Winnetka,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,179.93,-131.89,2,0,Advance shipping,COMPLETE,Standard Class
37026,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,145.44,40.72,2,0,Advance shipping,COMPLETE,Standard Class
37006,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,82.97,19.91,2,0,Shipping on time,COMPLETE,Second Class
36996,New Brunswick,NJ,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,81.97,15.57,2,0,Advance shipping,PROCESSING,Standard Class
32767,Meridian,ID,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.48,24.74,0,0,Shipping on time,COMPLETE,Same Day
32767,Meridian,ID,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,48.98,21.55,0,0,Shipping on time,COMPLETE,Same Day
32691,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,45.48,15.37,0,0,Shipping on time,COMPLETE,Same Day
32691,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,134.95,50.6,0,0,Shipping on time,COMPLETE,Same Day
32689,Los Angeles,CA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,131.95,41.3,0,0,Shipping on time,PROCESSING,Same Day
53379,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,139.44,38.35,0,0,Shipping on time,ON_HOLD,Same Day
53242,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,125.95,41.56,0,0,Shipping on time,COMPLETE,Same Day
49084,Columbus,GA,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,43.48,4.35,0,0,Shipping on time,PENDING_PAYMENT,Same Day
49065,Glendale,AZ,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,187.43,-135.88,0,0,Shipping on time,PENDING_PAYMENT,Same Day
5555,Denver,CO,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,139.44,48.81,0,0,Shipping on time,CLOSED,Same Day
5350,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,195.92,9.8,0,0,Shipping on time,PENDING_PAYMENT,Same Day
5349,Dallas,TX,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,45.48,15.92,0,0,Shipping on time,CLOSED,Same Day
985,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,46.48,21.85,0,0,Shipping on time,COMPLETE,Same Day
922,Caguas,PR,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,163.93,51.31,0,0,Shipping on time,PROCESSING,Same Day
65728,Caguas,PR,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,319.98,111.99,0,0,Shipping on time,PENDING,Same Day
